area,date,description,price,size
 (Williamsburg),1/14/2020 17:54,Williamsburg 3 Bedroom Duplex - In unit W/D - Gym - No fee,"$4,000 ",3br -
 (Mill Basin),1/14/2020 17:40,"Very nice spacious 2 bedroom, Balcony! Private house!","$2,199 ",2br -
 (Crown heights @ St Johns Pl & Nostrand Ave),1/14/2020 17:29,Modern and Spaciouse 4 Bed inthe Heart of Crown heights **NO FEE*,"$4,099 ",4br -
 (East New York @ 3 Pennsylvania station),1/14/2020 17:25,"Nice spacious 3 bedroom, Great deal!","$2,199 ",3br -
" (Bergan Beach, Brooklyn)",1/14/2020 17:24,BEAUTIFUL 3 BEDROOM STEAL!!!,"$2,500 ",3br -
 (Williamsburg // Greenpoint),1/14/2020 17:22,Siiiiick Corner Duplex w/ Washer Dryer,"$3,500 ",2br -
 (East New York @ 3),1/14/2020 17:21,Modern Comfort size 3 br apatment,"$2,199 ",3br -
 (Prospect Lefferts Gardens),1/14/2020 17:17,Gorgeous brand new development large 2 bed/1 bath bordering PLG!!!,"$2,200 ",2br -
 (Crown Heights),1/14/2020 17:12,"1Bed HEAT+HOT WATER INCLUDED, Dishwasher, 25 Trains","$2,100 ",1br -
 (Bedford- Stuyvesant @ Jefferson ave & Howard ave),1/14/2020 17:10,Spaciouse 4 Bed w/ massive basement + Shared BackYard,"$3,500 ",4br -
 (Crown Heights @ A C 2 3 4 5 trains),1/14/2020 17:09,Gut-Renovated 4br 4.5 ba  Duplex with outdoor space  in Crown Heights,"$8,399 ",4br -
 (Crown Heights @ A & C subway),1/14/2020 17:08,Spacious 3 bedroom w/ Private yard & 1.5 baths,"$2,599 ","3br -
                    1200ft"
 (Utica Av AC - Bed-Stuy - Bedstuy - BedStuy -),1/14/2020 17:04,Charming Stuyvesant Heights 1 Bed - Heat & Hot Water Included!,"$1,700 ",1br -
 (1237 President Street),1/14/2020 16:53,Cozy Crown Heights Apartment! ^^No Fee^^ W/ Balcony,"$2,800 ",1br -
 (WILLIAMSBURG),1/14/2020 16:49,UNBEATABLE STEAL! Renovated 2 bed 1 bath! Laundry in unit! Marcy JMZ!,"$2,499 ","2br -
                    780ft"
 (Bedford- Stuyvesant @ Howard ave & Madison st),1/14/2020 16:48,HUGE loft-styled 5bed/2bath with modern finishes in Stuyvesant Heights,"$6,000 ","5br -
                    2000ft"
 (Park Slope),1/14/2020 16:45,$2500/mo ~600 sqft. PARK SLOPE APT FOR RENT AVAILABLE  MARCH 1ST!!,"$2,500 ","2br -
                    650ft"
 (Bed Stuy @ Nostrand Ave A and C Trains),1/14/2020 16:33,HUGE NO FEE 3BED/1.5BATH IN LUXURY BUILDING AVAIL FOR ASAP MOVE IN!,"$3,650 ",3br -
 (Greenwood Sunset park),1/14/2020 16:28,"Beautiful renovated 2 bed 2 bath, roof, laundry extra storage","$2,999 ",2br -
" (Williamsburg, Brooklyn, Northside)",1/14/2020 16:19,1 Bedroom - Williamsburg - All Included,"$1,500 ",1br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/14/2020 16:18,"__""OVER SIZED""__""BRAND NEW""___  ALL___OPEN__""LOFT"" ___NO FEE__________","$3,799 ",
 (East Williamsburg),1/14/2020 16:13,Bedford Stuyvesant 3 Bedroom Renovated Industrial Loft,"$3,000 ",3br -
 (Williamsburg),1/14/2020 16:12,Williamsburg 3 bed/1.5 Bath with Two Terraces and High Ceiling,"$4,000 ",3br -
 (Park Slope),1/14/2020 16:12,Huge Sun Drenched Apt w/Laundry + Dishwasher! NO fee + 1 month FREE!!,"$2,750 ",1br -
 (Bay Ridge @ 86th St R Station),1/14/2020 16:11,Massive No Fee 1BR | Prime Bay Ridge | Everything is NEW!,"$2,299 ",1br -
 (Bay ridge @ 86th st R train),1/14/2020 16:10,1br in Bay Ridge - Recently renovated - No Fee!,"$2,050 ",1br -
 (Crown Heights),1/14/2020 16:08,Gorgeous 2 bedroom with private backyard!,"$2,450 ",2br -
 (Bedford Stuyvesant),1/14/2020 16:06,Bedford Stuyvesant 2 Bedroom Renovated Industrial Loft,"$2,800 ",2br -
 (Williamsburg),1/14/2020 16:05,Huge Williamsburg 1 Bedroom plus office/railroad 2nd bedroom,"$2,400 ",2br -
 (Crown Heights ~ NO BROKERS FEE),1/14/2020 16:01,Huge Apartment •2.5 Bedrooms •Dishwasher •No Brokers Fee,"$2,040 ",2br -
 (crown heights),1/14/2020 15:59,Stunning No Fee DUPLEX 3 bed 3 bath off Nostrand and Park Pl,"$6,250 ",3br -
 (Prospect Lefferts Garden @ 2 5 train),1/14/2020 15:56,Recently renovated good size 1 br apartment,"$2,099 ",1br -
 (___Crown Heights________Crown Heights_______Crown Heights___),1/14/2020 15:56,***_____!!__DEAL__!!_____One__Bedroom__Apartment___Crown Heights___***,"$1,950 ","1br -
                    650ft"
 (Bay Ridge),1/14/2020 15:54,Two bedroom apt in a private home,"$2,400 ","2br -
                    1100ft"
 (________Park Slope___Park Slope South___Park Slope__________),1/14/2020 15:49,**___!!_DEAL_!!___TRUE___One__Bedroom__Apt__+__Shared__Backyard____***,"$2,100 ","1br -
                    700ft"
 (___Bay Ridge________Bay Ridge________Bay Ridge_____________),1/14/2020 15:44,***_____!!__BRIGHT__!!_____Two__Bedroom__Apartment____BAY RIDGE____***,"$1,900 ","2br -
                    900ft"
 (Bushwick @ Halsey J),1/14/2020 15:40,Gorgeous 3 bedroom duplex! - No fee!,"$2,899 ",3br -
 (______Park Slope____Park Slope South_____Park Slope_________),1/14/2020 15:38,***____!!_DUPLEX_!!___Two__Bedroom__Apt__+__Backyard__PARK SLOPE___***,"$2,900 ","2br -
                    900ft"
 (90'S NEAR SHORE ROAD),1/14/2020 15:37,BAY RIDGE,"$2,500 ",3br -
 (FIFTH AVENUE OVER JEWELRY STORE),1/14/2020 15:34,BAY RIDGE,"$2,500 ",3br -
 (______Bensonhurst__________Bensonhurst_____),1/14/2020 15:31,**____!!_BRIGHT_&_LARGE_!!___Three_Bedroom_Apartment___Bensonhurst__**,"$2,500 ","3br -
                    1000ft"
 (80'S),1/14/2020 15:31,BAY RIDGE,"$2,500 ",4br -
 (Park slope),1/14/2020 15:30,No Fee Spacious Queen size 1Bed in South Slope,"$2,795 ",1br -
 (Flatbush @ Newkirk and Flatbush 2&5 Trains),1/14/2020 15:28,"Amazing Modern 2BR with Balcony, Laundry & Roof! 2 weeks free - NO FEE","$2,400 ",2br -
 (BROOKLYN),1/14/2020 15:28,BEAUTIFUL BROWNSTONE APARTMENT,"$2,500 ",2br -
 (80'S),1/14/2020 15:27,BAY RIDGE,"$2,300 ",2br -
 (Bushwick @ Halsey J),1/14/2020 15:27,Great No Fee 3BR in Amazing Bushwick Location! Great Deal!,"$2,495 ",3br -
 (50's),1/14/2020 15:25,Bay Ridge,"$2,200 ",2br -
 (_______Borough Park______Borough Park_______Borough Park____),1/14/2020 15:24,**______!!__LARGE_&_BRIGHT__!!_____Two__Bedroom__Apt__+__Laundry____**,"$2,000 ","2br -
                    900ft"
 (PRIVATE HOME),1/14/2020 15:21,DYKER HEIGHTS,"$2,250 ",2br -
 (East Flatbush),1/14/2020 15:20,"Renovated 3 Bed, 2.5 Bathrooms Duplex Townhouse. W/D Hook-Up","$2,695 ",3br -
 (80'S),1/14/2020 15:18,BAY RIDGE,"$2,000 ",2br -
 (bedstuy),1/14/2020 15:17,Large 1 Bedroom in Bedstuy new renovated unit,"$2,000 ",1br -
 (___Mill Basin________Mill Basin________Mill Basin___________),1/14/2020 15:17,**______!!__BRIGHT_&_MODERN__!!_____Studio__Apartment___Mill Basin__**,"$1,450 ",500ft
" (Marine Park, Brooklyn)",1/14/2020 15:14,"Marine Park, 1 Bed OPEN HOUSE  call  DSJ Realty 718 266-3700","$1,799 ",1br -
 (Sheepshead Bay),1/14/2020 15:13,"Sheepshead Bay, 2 Bed/1.5 Bath OPEN HOUSE 1/15 DSJ Realty 718 266-3700","$2,299 ","2br -
                    950ft"
 (Bedstuy),1/14/2020 15:13,🛑Lafayette Ave🛑LARGE 2BR/2 BATH+BASEMENT ROOF DECK LAUNDRY NO FEE,"$2,520 ",3br -
 (80'S),1/14/2020 15:12,BAY RIDGE,"$1,750 ",2br -
 (Bed Stuy / Bushwick),1/14/2020 15:11,"New Renovated 2BR Penthouse, Elevator/Laundry building, Steps from JMZ","$2,567 ",2br -
 (CyPRESS HiLLS BROOKlYN),1/14/2020 15:09,SE RENTA: 2CUARTOS <~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,"$1,600 ",2br -
 (Bedford Stuyvesant),1/15/2020 16:15,^HOT DEAL^ LARGE 1 BED PRIME BEDSTUY & A & C TRAIN!!,"$1,795 ",1br -
 (Bay Ridge @ 86th St R Station),1/15/2020 16:13,Massive No Fee 1BR | Prime Bay Ridge | Everything is NEW!,"$2,299 ",1br -
 (Brooykln),1/15/2020 16:12,Studio Apt-Brand New Luxury Building-Bedstuy-April 1st,"$2,677 ",
" (Bedstuy @ Chauncey JMZ, Halsey JMZ & Ralph AC trains)",1/15/2020 16:00,Gorgeous & Sunny Renovated Split with Laundry in Unit & Roof - NO FEE,"$2,250 ",2br -
 (Williamsburg),1/15/2020 15:56,NO FEE Renovated 2BR in PRIME Williamsburg Steps from JMZGL Trains!,"$2,600 ",2br -
 (Brooklyn),1/15/2020 15:54,NO FEE 1 Bedroom with Unobstructed Views in Downtown Brooklyn,"$3,895 ","1br -
                    633ft"
 (Greenpoint),1/15/2020 15:51,JUST LISTED!  1BR in PRIME GREENPOINT! AVAIL NOW!,"$1,900 ",1br -
 (Greenpoint/Brooklyn),1/15/2020 15:49,Fantastic 3 box bedrooms for roommates and not only in Greenpoint,"$2,900 ","3br -
                    1000ft"
 (bushwick),1/15/2020 15:49,🍀Lucky find🍀this 1 bed B'wick apartment!,"$2,300 ",1br -
 (Mill Basin),1/15/2020 15:48,Great opportunity to rent! Spacious 2 Bedroom in Mill Basin! Must See!,"$2,199 ",2br -
 (CANARSIE),1/15/2020 15:45,$2000 2 BEDROOM APT W/PORCH,"$2,000 ",2br -
 (RIDGEWOOD),1/15/2020 15:43,HOT! AWESOME 3 BR! EXPOSED BRICK! LAUNDRY! GYM! STORAGE! TRAINS! X FEE,"$2,700 ",3br -
 (Brooklyn),1/15/2020 15:42,Beautiful 1 Bedroom Apt,"$1,500 ","1br -
                    850ft"
 (Clinton Hill),1/15/2020 15:35,🌺🌺Gorgeous🌺🌺Clinton Hill apt with outdoor space!,"$3,000 ",3br -
 (Williamsburg),1/15/2020 15:34,Loft Studio for Rent,"$2,400 ",500ft
 (Ridgewood),1/15/2020 15:31,Wowowow 2bed/2bath Bushwick/Ridgewood APT,"$2,550 ",2br -
 (Bushwick),1/15/2020 15:27,Swanky 3bed Bushwick,"$3,500 ",3br -
 (Stuyvesant Heights),1/15/2020 15:21,$1300 1 Bedroom,"$1,300 ",1br -
 (Williamsburg),1/15/2020 15:21,*Early Bird Special* No Fee 2BD/1Bth Laundry in Unit Pets OK ~WillyB~,"$4,299 ","2br -
                    900ft"
" (Bedstuy @ J, M, Z, & G trains)",1/15/2020 15:21,"Gorgeously Renovated, Spacious 2BR w/ Laundry & Location - NO FEE!","$2,450 ",2br -
 (Brooklyn),1/15/2020 15:20,Beautiful Huge 2BR Apartment Heart of Bedstuy,"$2,750 ",2br -
 (PROSPECT LEFFERTS GARDENS),1/15/2020 15:16,HOT!! 3 BEDROOM IN PROSPECT LEFFERTS GARDENS!!!,"$2,520 ",3br -
 (Carnesie),1/15/2020 15:13,**SPACIOUS BRAND NEW THREE BEDROOM IN PRIME CARNESIE!!**,"$2,300 ",3br -
 (PROSPECT LEFFERTS GARDENS),1/15/2020 15:13,AMAZING DEAL!!! 3 BEDROOM 2 BATH BY PROSPECT PARK!!!!,"$3,200 ",3br -
 (Williamsburg),1/15/2020 15:12,*Early Bird Special* NO FEE Duplex/1.5BTH  Pets OK! Laundry,"$2,799 ","1br -
                    850ft"
 (Bergen Beach),1/15/2020 15:10,Fully Renovated 3 bedroom for Rent,"$3,000 ",3br -
 (PROSPECT HEIGHTS),1/15/2020 15:10,HOT!!! HUGE 3 BEDROOM IN PROSPECT HEIGHTS!!,"$3,275 ",3br -
 (Bushwick @ Halsey J),1/15/2020 15:04,Great No Fee 3BR in Amazing Bushwick Location! Great Deal!,"$2,495 ",3br -
 (Bay Ridge @ 86th St R Station),1/15/2020 15:02,"Beautiful, Clean, Renovated 1BR in Prime Bay Ridge | No Fee !","$1,950 ",1br -
" (Flatbush, East Flatbush)",1/15/2020 14:58,"Enormous 4 Bedrooms 1 Bath Apartment near Subway, Renovated!!!","$2,995 ","4br -
                    1300ft"
 (Bay Ridge @ R),1/15/2020 14:57,Renovated 2 br duplex apartment with washer and dryer,"$2,499 ",2br -
 (BROOKLYN),1/15/2020 14:54,HUGE--NO FEE--WASHER/ DRYER IN UNIT-ELEVATOR,"$2,750 ",3br -
 (Sheepshead Bay),1/15/2020 14:52,**Four Bedroom/Two Bathroom in Prime Sheepshead Bay!! w Parking!!,"$3,000 ",4br -
 (Prospect Lefferts Gardens),1/15/2020 14:45,One of a kind!! Super luxury PLG - Pool - Concierge - Gym,"$2,400 ",
 (Prospect park south),1/15/2020 14:45,Newly Renovated 3 Bedroom with in Unit Laundry - Prospect Park South!,"$2,695 ",3br -
 (Crown Heights),1/15/2020 14:44,"Crown Hts ~Barclays cntr~6 huge beds~6.5 baths , all new modern look ,","$13,850 ","7br -
                    3000ft"
 (Bay Ridge @ 86th St. R train),1/15/2020 14:36,Spacious & Beautifully Renovated 1BR in Prime Bay Ridge - NO FEE!,"$2,050 ",1br -
 (Bedford-Stuyvesant),1/15/2020 14:26,"2Br with Balcony , W/d included ,Shared Roof deck","$2,600 ","2br -
                    600ft"
 (Brooklyn),1/15/2020 14:25,"Seriously MASSIVE 1BR w/ NO FEE Exposed Brick, New BR, Dishwasher etc","$2,400 ",1br -
 (crown heights),1/15/2020 14:20,"NO FEE! Beautiful 4 Bed 2 Bathroom! Apt has Central A/C, Dishwasher!","$4,095 ",4br -
 (Ridgewood @ L train),1/15/2020 14:19,BEAUTIFULLY RENOVATED  Duplex 4 br 1 full 2 half ba,"$4,499 ",4br -
 (Brooklyn),1/15/2020 14:12,NO FEE 1 Bedroom with Unobstructed Water Views in Fort Greene,"$3,841 ",1br -
 (Williamsburg),1/15/2020 14:08,UNDERPRICED 2 BED WILLIAMSBURG RIGHT OFF MARCY J/M,"$2,400 ",2br -
 (Bushwick / Jefferson L / Central M trains),1/15/2020 14:06,Private Yard! Newly renovated 2br railroad / in unit W/D!!,"$2,650 ",2br -
 (Bushwick),1/15/2020 14:03,Beautiful 3 Bed 1.5 Bath Apt in Bushwick w/ Private Backyard,"$2,600 ",3br -
 (Williamsburg),1/15/2020 14:03,Stunning Williamsburg factory Loft 14' ceilings,"$3,550 ",1000ft
 (crown heights),1/15/2020 14:03,"Spacious 4 bedroom 2 full bathroom, Dishwasher, close to prospect park","$4,099 ",4br -
 (brooklyn),1/15/2020 14:02,null,"$9,999 ",100ft
 (Ridgewood @ M train),1/15/2020 13:56,Modern building! Spacious Duplex 2 br 1.5 apartment!Lots of amenities,"$3,399 ",3br -
 (brownsville),1/15/2020 13:56,Beautiful new three bedroom apartment apartment on first floor,"$2,000 ",3br -
 (💗 Bed-Stuy💗),1/15/2020 13:53,"YOU SNOOZE, YOU LOSE❗INSANE 3BR PH DUPLEX🤍WRAP AROUND PRIVATE ROOFTOP","$3,890 ",3br -
 (Bed-Stuy @ Gates J Train),1/15/2020 13:53,HUGE NO FEE 4BR/1.5BA DUPLEX WITH BACKYARD IN BED-STUY!,"$3,499 ",4br -
 (Williamsburg),1/15/2020 13:48,Great 2bed for rare price in prime location with roof and laundry!!,"$2,900 ",2br -
 (Brooklyn),1/15/2020 13:41,NO FEE Over-sized 1 Bedroom in Cobble Hill with its own YMCA,"$3,950 ",1br -
 (Bushwick / E Williamsburg / Stanhope Street),1/15/2020 13:39,March 1st 3 Bedroom Apt w/ Roof / Laundry / no fee,"$3,250 ",3br -
 (Greenpoint),1/15/2020 13:38,No fee 1 bed Penthouse on the water,"$3,500 ",1br -
 (Bedstuy / G train),1/15/2020 13:34,* Bed stuy * 1Br Pre War Huge space * G train * No fee * H/hw inc,"$1,945 ","1br -
                    700ft"
" (Brooklyn, NY)",1/15/2020 13:22,New 3 Bedroom apartment in Dyker Heights $2150,"$2,100 ","3br -
                    1000ft"
" (Prospect Lefferts Gardens/Flatbush, Central Brooklyn,)",1/15/2020 13:21,Massive sun-filled true 3 bed/2 bath apt pre-war near Prospect Park!,"$2,517 ",3br -
 (Crown Heights),1/15/2020 13:20,No fee luxury Studio Asap move next to the park,"$2,200 ",
 (Brooklyn),1/15/2020 13:20,St. Marks Avenue In Prime Park Slope,"$5,999 ","4br -
                    1700ft"
 (Prospect Heights / Crown Heights),1/15/2020 13:16,Large Stunning 3bed/1.5 bath on Eastern Parkway! Laundry in unit! NEW,"$4,695 ","3br -
                    1200ft"
" (Brooklyn, NY)",1/15/2020 13:15,2 Bedroom Apartment in Bensonhurst $1800,"$1,775 ","2br -
                    850ft"
 (Bushwick),1/15/2020 13:14,"3 trains, 2 bedrooms, 1 backyard in Bushwick","$2,400 ",2br -
 (Bed-Stuy @ the Myrtle-Willoughby G),1/15/2020 13:13,SUNNY NO FEE 1 BEDROOM IN THE HEART OF BED-STUY,"$1,949 ",1br -
 (Bayridge Bay ridge),1/15/2020 13:12,"Two Bedroom duplex, washer and dryer in unit, No broker fee","$2,500 ",2br -
 (Ocean Hill),1/15/2020 13:08,"Spacious 4 bedroom, Bright, price is cheap to rent quick","$2,700 ",4br -
 (Bushwick),1/15/2020 13:05,The 2nd Cheapest APT in Bushwick,"$2,200 ",2br -
 (Bushwick @ Halsey),1/15/2020 13:00,Big 3 bedroom in Bushwick - Priced to go!,"$2,499 ",3br -
 (Bushwick),1/15/2020 13:00,"Spacious three bedroom, Pet friendly and no broker fee","$2,499 ",3br -
 (Bushwick),1/15/2020 13:00,Cheapest Bushwick APT on the Market,"$2,000 ",2br -
" (Marine Park, Brooklyn)",1/15/2020 12:55,"Marine Park, 1 Bed OPEN HOUSE  call  DSJ Realty 718 266-3700","$1,799 ",1br -
 (Bushwick),1/15/2020 12:54,You'll never see anything like it,"$2,600 ",2br -
 (Sheepshead Bay),1/15/2020 12:54,"Sheepshead Bay, 2 Bed/1.5 Bath OPEN HOUSE 1/15 DSJ Realty 718 266-3700","$2,299 ","2br -
                    950ft"
 (Park slope/Greenwood Heights),1/15/2020 12:48,Cozy studio for rent,"$1,800 ",1br -
 (Brooklyn),1/15/2020 12:48,Newly Renovated 3 BR Basement Apartment,"$2,700 ",3br -
 (Williamsburg),1/15/2020 12:47,"Luxury Studio/1bdr/2bdr in Williamsburg ($2599) - No fee, disc rent","$2,599 ",1br -
 (Bayridge Bay ridge),1/15/2020 12:24,"Two Bedroom duplex, washer and dryer in unit, No broker fee","$2,500 ",2br -
 (Claver Pl.),1/15/2020 12:23,Gorgeous Building All You Need! 2 BR 2bt Clinton Hill / BedStuy!,"$3,400 ",2br -
 (East Flatbush / Crown Heights),1/15/2020 12:18,NO FEE! Large 2BR w Private Balcony in Brand New Bldg w Laundry+Garage,"$2,250 ",2br -
 (Clinton Hill / Bed stuy),1/15/2020 12:08,* CLINTON HILL / BED STUY * 2BR BRAND NEW HIGH END * ROOF * ACG TRAINS,"$2,735 ","2br -
                    800ft"
 (Williamsburg),1/15/2020 12:05,Amazing No Fee 1 Bedroom 1 Bath & w/ Amazing Views Rooftop & Gym!,"$3,675 ","1br -
                    730ft"
 (CLINTON HILL / PRATT),1/15/2020 12:04,CLINTON HILL * 4BR 2BA DPLX WITH BACKYARD * G A C TRAINS * NO FEE*,"$3,995 ","4br -
                    1600ft"
 (Flatbush / Ditmas Park / Prospect Park South),1/15/2020 11:51,Renovated STUDIO w/ Dishwasher in a Laundry Building Close to Q Train,"$1,800 ",
 (Flatbush Avenue),1/15/2020 11:50,"BRAND NEW Building, Luxurious Apartment 2BR 1bt in FLATBUSH","$2,772 ",2br -
 (WILLIAMSBURG),1/15/2020 11:44,1 Bedroom Apartment with Private Outdoor Space,"$2,350 ",1br -
 (BROOKLYN NY),1/15/2020 11:43,*NO FEE*ALL UTILITIES INCLUDED*ELEVATOR*DISHWASHER,"$2,525 ",3br -
 (Dean Street),1/15/2020 11:42,"Beautifully Renovated, Spacious 2BR 1bt in CROWN HEIGHTS","$2,750 ",2br -
 (Brooklyn),1/15/2020 11:42,*NO FEE*PERFECT LOCATION FOR TRANSPORT*Q LINE*ELEVATOR,"$1,795 ",1br -
 (Grand army plaza),1/15/2020 11:42,"NEW LaRGE TWO BED..2,3,4,5,B,Q TRAIN..RENOVATD ..ELEVATOR..PRIME..","$2,400 ",2br -
 (Bushwick),1/15/2020 11:37,3BR 2 Full Baths DPLX  NO FEE  Great location,"$2,550 ",3br -
 (Bay Ridge),1/15/2020 11:29,Spacious Two Bedroom Apt in a Private Home,"$2,400 ","2br -
                    1150ft"
 (bay ridge),1/15/2020 11:27,1 bed top floor cookinggas included rent stable views newkitchen,"$1,700 ","1br -
                    900ft"
 (Brooklyn),1/15/2020 11:27,Large 2 Box Bedrooms,"$2,400 ",2br -
,1/15/2020 11:25,2 bedroom apt mill basin (all Inclusive),"$1,650 ",
 (Brooklyn (Bensonhurst)),1/15/2020 11:23,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-6000,"$1,695 ",1br -
 (Williamsburg),1/15/2020 11:23,Stunning Williamsburg Loft!! NO Fee ASAP Move!,"$3,550 ",
 (Bushwick),1/15/2020 11:21,Giant Loft in Prime Bushwick-- No Fee!!,"$1,799 ",
 (Prospect Heights),1/15/2020 11:17,"BRAND NEW BRIGHT & AIRY 1 BEDROOM FACING BROOKLYN MUSEUM 2,3 TRAINS","$2,300 ",1br -
 (Prospect Heights),1/15/2020 11:15,"SMALL STABILIZED 2 BEDROOM STEPS FROM PROSPECT PARK 2,3,4,5,S TRAINS","$2,452 ",2br -
 (Clinton Hill),1/15/2020 11:13,"CLINTON HILL--Spacious 1 bed on Dekalb (PARKING, GYM, LAUNDRY)","$2,600 ","1br -
                    702ft"
 (Brooklyn Heights),1/15/2020 11:06,Cute Studio on Pineapple Street,"$2,395 ",
 (Bensonhurst),1/15/2020 11:06,OPEN HOUSE Rent Apartment in Bensonhurst 718-373-7700,"$1,795 ",1br -
 (Brooklyn),1/15/2020 11:03,Apartment w/Terrace & Ocean View in Doorman Building 718-979-1400,"$1,795 ",1br -
 (Brooklyn (Bensonhurst)),1/15/2020 11:02,NO SEC DEPOSIT! Apartment in Doorman Waterfront Building next to Park,"$1,795 ",1br -
 (Sheepshead Bay),1/15/2020 11:01,NO SEC DEP! Apartment in Sheepshead Bay Building w/Swimming Pool,"$2,295 ",2br -
 (Brooklyn),1/15/2020 11:00,Apartment in Building near Coney Island Hospital 718-373-6000,"$1,995 ",2br -
 (Midwood),1/15/2020 10:58,Apartment in Midwood by Atlantic Management 718-373-6000,"$1,795 ",1br -
 (Navy Yard / Fort Greene),1/15/2020 10:53,Charming 2 Bed in Well Maintained Bldg by Navy Yard  & Wegmans & Parks,"$1,850 ",2br -
 (Prospect Park/Lefferts Gardens),1/15/2020 10:52,!^WOW^!HOT LOCATION*LARGE STUDIO!*SEPERATE KITCHEN*LAUNDRY*PARK*TRAINS,"$1,260 ",
 (Crown Heights/Eastern Parkway),1/15/2020 10:51,!^SMOKING HOT^!PRIME LOCATION!LARGE 2 BED*UNDERPRICED*NEW RENO*STEAL!!,"$1,895 ",2br -
 (Sheepshead Bay),1/15/2020 10:48,"Sheepshead Bay, 2 Bed/1.5 Bath OPEN HOUSE 1/15 DSJ Realty 718 266-3700","$2,299 ","2br -
                    950ft"
" (Marine Park, Brooklyn)",1/15/2020 10:47,"Marine Park, 1 Bed OPEN HOUSE  call  DSJ Realty 718 266-3700","$1,799 ",1br -
 (Boerum Hill),1/15/2020 10:46,Large 1BR with Dishwasher and Huge Yard with Private Deck by Owner,"$2,499 ",1br -
 (Prospect Park/Lefferts Gardens),1/15/2020 10:45,!^WOW^!SMOKING HOT LOCATION*LARGE STUDIO!*SEPERATE KITCHEN*PARK*TRAINS,"$1,350 ",
 (Williamsburg),1/15/2020 10:43,Luminous waterfront Studio with gorgeous views of the East River,"$3,159 ",
 (Gravesend),1/15/2020 10:39,Modern 3 bedroom apartment,"$2,650 ","3br -
                    1200ft"
 (Prospect Park/Lefferts Gardens),1/15/2020 10:34,!^SMOKING HOT^!*HUGE 3 BED 2 BATH*DISHWASHER*SUNNY!*LOCATION!*WOW!!!!!,"$2,495 ",3br -
 (Bedford-Stuyvesant),1/15/2020 10:20,"2Br with Balcony , W/d included ,Shared Roof deck","$2,600 ",2br -
 (Bedstuy/ Clinton hill),1/15/2020 10:20,Stunning Renovated 2 bedrooms in a Great Location,"$2,640 ",2br -
 (bensonhurst),1/16/2020 22:13,CONDO+ELEVATOR+BUILDING+BALCONY+BRANDNEWWOWPRIMEOUTSHINEPRIMEGONE!WOW!,"$1,700 ","1br -
                    700ft"
 (crown heights),1/16/2020 22:09,💪Stronger than yesterday💪 in this apartment!!,"$3,542 ",3br -
 (crown heights),1/16/2020 21:58,🌹3 bed duplex with private yard🌹in prime Crown Heights,"$4,000 ",
 (Crown Heights),1/16/2020 21:43,Beautiful Brownstone Home Newly Reno,"$8,450 ",5br -
 (Williamsburg),1/16/2020 21:42,Beautiful No Fee 3 Bed 2 Bath in Prime Williamsburg New Development,"$6,000 ",3br -
 (Williamsburg),1/16/2020 21:27,Spacious 2 Bed in Williamsburg,"$3,600 ",2br -
 (Clinton Hill),1/16/2020 21:20,New Building with Beautiful Apartments,"$3,375 ",2br -
 (park slope),1/16/2020 21:20,MANSION DUPL*2BA*roof*air*D/W*w/d*pets*park*PS321,"$5,299 ",2br -
 (Greenpoint),1/16/2020 12:04,HUGE ONE BED IN GREENPOINT -- Avail Feb 1,"$3,300 ",1br -
 (Canarsie),1/16/2020 21:11,Lovely 3 bedroom 2 bathroom apartment,"$2,500 ",3br -
 (BedStuy),1/16/2020 21:11,Beautifully Renovated Apartment in BedStuy,"$2,500 ",2br -
 (Bedstuy),1/16/2020 21:08,. Spacious brand new three bed 2 bath In Bedstuy,"$3,500 ",3br -
 (Flatbush),1/16/2020 21:08,Brand New Builidng in East Flatbush! Stunning,"$2,223 ",1br -
 (Crown Heights),1/16/2020 21:05,Spacious 4 Bedroom Apartment in Great Location,"$2,995 ",4br -
