area,date,description,price,size
 (**********BRIARWOOD***********),12/29/2019 9:10,******HUGE UPGRADED 1 BEDROOM*********,"$1,750 ","1br -
                    1025ft"
 (*********ELMHURST*******),12/29/2019 9:06,*LARGE 3 BEDROOM+ BALCONY+ GARAGE+ BACKYARD***(ALL UTILITIES INCL*,"$2,625 ","3br -
                    1009ft"
 (BRIARWOOD),12/29/2019 9:01,BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Jamaica Estates),12/29/2019 8:58,NO FEE! JAMAICA ESTATES RENO STUDIO IN LUXURY BUILDINGS $1599,"$1,599 ",550ft
 (Jamaica Hills),12/29/2019 8:57,NO FEE! JAMAICA HILLS RENO LARGE  STUDIOS 718-658-3597 $1575,"$1,625 ",500ft
 (Jamaica Estates),12/29/2019 8:57,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2499,"$2,499 ","2br -
                    1000ft"
 (Ridgewood),12/29/2019 8:52,GREAT DEAL FOR 1 BEDROOM APT!WON'T LAST! WITH ALL UTILITIES INCLUDED!!,"$1,650 ",1br -
 (Ridgewood),12/29/2019 8:51,"STEPS AWAY FROM FRESH POND RD ""M"" TRAIN STATION!! WON'T LAST!!!","$1,650 ",1br -
 (Woodside + Walk to 7 train),1/2/2020 11:18,🔴 RENT NOW: 1BdRM APT. ___________ |FACIL RENTAR|🔴,"$1,800 ",1br -
 (EAST ELMHURST),1/2/2020 11:17,❤ 3CUARTOS APARTAMENTO DISPONIBLE~~~~~~no credito ok,"$2,600 ",3br -
 (JAMAICA),1/2/2020 11:16,🚨🚨1CUARTO -ESTUDIO BEISMAN <~~~~~~~~~~~~~~~,"$1,150 ",1br -
 (JAMAICA),1/2/2020 11:15,🔴 TODO INCLUIDO: APARTAMENTO 2CUARTOS... Facil Rentar<~~~~~~🔴,"$1,800 ",2br -
" (JAMAICA + E,J,Z trains)",1/2/2020 11:14,🔴 3CUARTOS````````````````````` |RENOVADO y FACIL RENTAR| ~~~~~~~,"$2,200 ",3br -
 (QUEENS + NYC SKYLINE + WATER VIEW),1/2/2020 11:14,🔴 3Bd/2.5BA - Duplex Apartment!! w/ Parking<~~~~~~~~FACIL VEA HOY~🔴,"$3,000 ",3br -
 (Queens Village),1/2/2020 11:06,1 bedroom apartment on a quiet block,"$1,700 ",
 (Ozone Park),1/2/2020 11:04,$2650 2 bedroom apart close to train,"$2,650 ","2br -
                    950ft"
 (Sunnyside),1/2/2020 11:04,New 2br in Sunnyside---------Amazing price--------S/S Appliances,"$1,899 ",
 (ASTORIA),1/2/2020 10:55,Renovated one bed Broadway area close to the R G Trains,"$1,650 ",1br -
 (astoria),1/2/2020 10:54,Huge two bedroom condo 2 full baths for rent Broadway and 29th St,"$2,500 ",2br -
 (Long Island City (On top of Queens Plaza subway stop)),1/2/2020 10:38,"No Fee Luxury 1BR, 39th floor, in LIC w/ CRAZY views of manhattan","$4,070 ",1br -
 (Astoria Ditmars),1/2/2020 10:16,One bedroom apt top floor pet friendly!!!!,"$2,000 ",1br -
 (astoria),1/2/2020 10:15,Two bedroom apt Ditmars area short distance from the N Train,"$2,200 ",2br -
 (Ridgewood),1/2/2020 10:03,Brand NEW 4 bed/2 bath in Ridgewood* Forest M Train station,"$2,850 ","4br -
                    955ft"
 (Astoria),1/2/2020 10:02,Spacious 3Br/1.5 Baths! Front/Back Balconies! Backyard! No Pets!,"$3,000 ",3br -
 (Richmond Hill),1/2/2020 10:02,Private apartment with all utilities included*106 St/86 Ave,"$1,399 ",1br -
 (Richmond Hill),1/2/2020 9:58,Nice 2 Bedroom for Rent,"$1,995 ",2br -
 (College Point),1/2/2020 9:49,Three Bedroom Apartment INCLUDES HEAT First Floor,"$2,200 ",3br -
 (Forest Hills),1/2/2020 9:38,"Rent Stabilized 2BR, Walk 71st Ave Exp Sub & Austin St.","$1,890 ","2br -
                    900ft"
 (Astoria),1/2/2020 9:20,Don't Miss Out! Mint Pre-war  1 Br* Heart of Astoria* Cats ok!,"$1,900 ",1br -
 (Fresh Meadows),1/2/2020 9:04,"*********2 Bedroom Apt. In Private House In Fresh Meadows, NY*********","$1,700 ",2br -
 (college point),1/2/2020 8:30,"X-Large 2 Bed, 2 bath","$2,250 ","2br -
                    1600ft"
 (ASTORIA),1/2/2020 8:14,VERY LARGE 2 BEDROOM APARTMENT 36TH AVENUE @ 30 STREET,"$2,500 ","3br -
                    1200ft"
 (ASTORIA),1/2/2020 8:13,LUXURY 1 BEDROOM APARTMENT BROADWAY @ 37 STREET,"$1,950 ","1br -
                    650ft"
 (ASTORIA),1/2/2020 8:11,VERY LARGE 3 BEDROOM APARTMENT BROADWAY @ 41 STREET,"$3,400 ","3br -
                    1300ft"
 (South Ozone Park),1/2/2020 1:55,Wonderful 3 Bedroom 2 Bath South Ozone Park,"$2,400 ",3br -
 (Rosedale),1/2/2020 1:27,Beautiful Spacious 3 Bedroom 2 Bath,"$2,300 ",3br -
 (Astoria / Ditmars),1/2/2020 0:33,*No Fee* Sunny 3 Bed 2 Bath W/ Laundry + City Views Near N & W Tra,"$3,508 ",3br -
 (Ridgewood/ Glendale/ Fresh Pond),1/2/2020 0:32,No Fee* Gorgeous Renovated 2 Bed w/ Backyard Access,"$2,200 ",2br -
 (Astoria),1/2/2020 0:31,No Fee* Sunny 2 Bed W/ Laundry in Unit *Near N & W Trains* ASTORIA,"$2,600 ",2br -
 (Astoria),1/2/2020 0:29,No Fee!! Renovated JR 1 Bedroom Near N & W Trains Astoria!!,"$1,920 ",1br -
 (Forest Hills),1/2/2020 0:22,"Bright, Large 2BR in elevator/laundry building! UTILITIES INCLUDED!","$2,100 ","2br -
                    1000ft"
 (Woodside),1/2/2020 0:21,Convenient 2BR near All! *ALL UTILITIES INCLUDED*,"$2,100 ","2br -
                    800ft"
 (RICHMONDHILL),1/1/2020 22:44,TWO BEDROOM APT/ 124ST/87TH AVE $1800,"$1,800 ",2br -
" (WOODSIDE,SUNNYSIDE,CORONA,ELMHURST, JACKSON HEIGHTS,ASTORIA)",1/1/2020 21:31,"2 BR. W/ BACK YARD , 20 MINUTES TO MANHATTAN!...","$2,200 ",2br -
 (Woodhaven),1/1/2020 20:00,Rento apartamento RECIÉN  RENOVADO de 2 dormitorios,"$2,000 ",2br -
 (Richmond Hill / Kew Gardens),1/1/2020 19:08,3 Bedroom Apartment,"$2,400 ","3br -
                    1100ft"
 (Long Island City),1/1/2020 18:49,NO FEE----INSANE LUX 1 BEDROOM----VIEWS OF MANHATTAN---COUNTLESS AMENI,"$3,099 ","1br -
                    850ft"
 (Woodhaven),1/1/2020 18:46,estudio para renta,"$1,200 ",
 (Woodside),1/1/2020 18:45,Spacious and Sunny 1 bedroom - For Feb/Mar 1st move in,"$1,900 ",1br -
 (Forest Hills),1/1/2020 16:52,"Forest Hills Gardens Newly Renovated 3 Bedroom, 2 Bath","$4,500 ","3br -
                    2000ft"
 (Bayside—Bay Terrace),1/1/2020 16:31,"2ndFL,Wood Fl,Utilities Incl,Washer/Dryer,Priv.Entrance*Hablo Español","$2,300 ",3br -
 (Woodside),1/1/2020 16:28,"1stFL,All Utlities Included,Walk To Train*Hablo Español","$2,500 ",2br -
 (Maspeth),1/1/2020 15:45,2 br apt for rent,"$2,300 ",2br -
 (Astoria),1/1/2020 14:37,3 Bedrooms 2 Baths 30th Avenue,"$3,000 ",3br -
 (LONG ISLAND CITY),1/1/2020 14:26,Furnisted 2 bedroom apt in ASTORIA,"$2,500 ",2br -
 (Ozone Park),1/1/2020 14:18,Studio/One Bedroom,"$1,150 ",1br -
 (Ridgewood),1/1/2020 14:09,Massive real 2 bed  in Sunny Ridgewood!!!,"$2,300 ",2br -
" (Ridgewood, Queens)",1/1/2020 13:56,Sunny 1.5 Br w/YARD | Massive Kitchen | Ridgewood!,"$2,350 ",1br -
" (Jamaica Estates, Queens Village, Hollis)",1/1/2020 13:24,"Jumbo, New Style (Studio) Separate Kitchen, Elevator/Laundry, E/F Line","$1,550 ",
 (Briarwood / Kew Gardens / Forest Hills / Rego Park),1/1/2020 13:18,"Utilities Included ( Studio ) W/ Elevator/Laundry, E/F Train, Pets Ok","$1,549 ",
 (Bayside / Auburndale / Clearview / Bay Terrace / Murray Hill),1/1/2020 13:15,"Beautiful / Residential *Bayside* 1 Bed, Pets Ok, Easy Street Parking","$1,899 ",1br -
 (Kew Gardens),1/1/2020 13:01,"Spacious / Lovely ( 1 Bed ) Clean/Quiet, Elevator/Laundry, E / J Train","$1,850 ",1br -
 (Kew Gardens / Briarwood / Forest Hills / Rego Park),1/1/2020 13:00,"King 2 Bed *Metropolitan Ave* Elevator/Laundry, LIMITED","$2,399 ",2br -
 (Flushing / Murray Hill / Bayside),1/1/2020 12:51,Appealing ( 2 Bed + 2 Bath ) Utilities Included *Elevator/Laundry* WOW,"$2,325 ",2br -
 (DOUGLASTON),1/1/2020 12:33,PRICE REDUCED!BEAUTIFUL PET-FRIENDLY HOUSE IN DOUGLASTON  917-453-5416,"$2,825 ","2br -
                    1800ft"
 (164th St and 43rd Ave Apt # D2),1/1/2020 12:18,"164th St and 43rd Ave, Gorgeous 1 BR, Elevated building Near #7 train","$1,495 ",1br -
 (Flushing / Murray Hill / College Point),1/1/2020 12:15,"Northern, Stainless (1 Bed) Elevator/Laundry *All Utilities* Pets Ok","$1,875 ","1br -
                    900ft"
 (Flushing),1/1/2020 12:14,Beech Ave ( Big Studio ) “Great Area” With Elevator/Laundry,"$1,550 ",
" (Briarwood, Kew Gardens, Forest Hills, Rego Park)",1/1/2020 12:12,"Convenient ( Studio ) W/ Elevator/Laundry, E/F Train, Pets Ok","$1,549 ",
 (Woodhaven / Richmond Hill / Ozone Park),1/1/2020 12:09,Elevator/Laundry ( 2 Bed ) Close to J Train + Q56 Bus (LIMITED TIME),"$2,199 ","2br -
                    1000ft"
 (Kew Gardens),1/1/2020 12:09,"Spacious / Lovely ( 1 Bed ) Clean/Quiet, Elevator/Laundry, E / J Train","$1,850 ",1br -
 (62nd St and Woodside),1/1/2020 12:03,"62nd & woodside Gorgeous Studio in an Elevated building, Near 7 train","$1,425 ",
 (briarwood),1/1/2020 12:00,__Beautiful 2 bedroom apt__Next to & F subways  646-250-8787,"$1,959 ","2br -
                    999ft"
 (Kew Gardens/Briarwood),1/1/2020 11:58,__Beautiful One bedroom apt__Next to & F subways  646-250-8787,"$1,725 ","1br -
                    755ft"
 (108th St and Briarwood),1/1/2020 11:29,"108th St Amazing 3 Bedroom Apt., elevated building, Near E,F,M,R train","$1,900 ",3br -
 (Sunnyside Queens),1/1/2020 10:56,LARGE STUDIO -10 Minutes to Manhattan,"$1,850 ",
 (NORTH Flushing near Bayside and Whitestone),1/1/2020 10:45,"HALF MONTH FEE,3BRnearLIRR,NEWkit/SteelAppl,NEW1.5Baths,WOODfl,Balcony","$2,500 ",3br -
" (College Point near Malba,Whitestone and NORTH Flushing)",1/1/2020 10:42,"2BR,NEWkit/DW,NEWbth,PORCH,ATTIC,WOODflr,w/Heat,WaterCOOKING Gas","$2,000 ",2br -
 (Bayside near LIRR and NORTH Flushing),1/1/2020 10:40,"1BR near LIRR,Eat-in-Kit,LargeBath,WOODflr,with Heat and Hot Water","$1,600 ",1br -
" (Douglaston near LIRR, LittleNeck, Bayside)",1/1/2020 10:38,"HALF FEE,HOUSEnearLIRR,KIT/DW,LR/Firepl,WDflr,YARD,BSMT/WASH/DRY,DOGok","$2,800 ",
" (Bayside near LIRR Station, NORTH Flushing and Whitestone)",1/1/2020 10:36,"HALF MONTH FEE,3BR near LIRR,RENOVATEDkit,NEWBath,WOODflrBIG Closets","$2,100 ",3br -
" (Bayside near LIRR, Douglaston and Flushing)",1/1/2020 10:35,"ONLY$1000Fee1BR nr LIRR,NEWkit,NEWbath,WOODflr,HIGHhatLightingWASH/DRY","$1,575 ",1br -
" (Bayside near LIRR, NORTH Flushing and Whitestone)",1/1/2020 10:33,"HALF MONTH FEE 3BRnearLIRR,GRANITEkit/DISH,DR/LR,2RENOVATEDbath,WOODfl","$2,200 ",3br -
" (Little Neck near LIRR, Douglaston and Bayside)",1/1/2020 10:32,"HALF MONTH FEEnearLIRR,kit/STEELappl,1.5bthWDflrDRVWY,basemtWASH/Dyard","$2,600 ",3br -
" (Bayside near LIRR, NORTH Flushing and Whitestone)",1/1/2020 10:30,"2BR near LIRR,Eat-in-KitchenRENOVATEDbath,WOODflr,w/Heat and Hot Water","$1,725 ",2br -
 (Long Island City),1/1/2020 7:38,Spacious and sunny 2 Bed 2 Bath Corner Apt in LIC,"$4,695 ","2br -
                    1100ft"
 (Jamaica avenue),12/31/2019 20:04,Apartment,"$1,750 ",2br -
 (Bayside),12/31/2019 19:02,Apartment in a great neighborhood,"$2,000 ",2br -
 (astoria),12/31/2019 18:41,NO BROKER FEE 1BEDROOM DISHWASHER MICROWAVE LAUNDRY IN BUILDING,"$1,920 ",1br -
 (ASTORIA),12/31/2019 18:41,3 BEDROOM IN ASTORIA QUEENS NEAR 30TH AVENUE,"$2,600 ",3br -
 (astoria),12/31/2019 18:41,HUGE 2BEDROOM ELEVATOR LAUNDRY DISHWASHER 5 CLOSETS NEAR 30TH AVENUE,"$2,800 ","2br -
                    800ft"
 (astoria),12/31/2019 18:40,NO BROKER FEE 1 BEDROOM DISHWASHER LAUNDRY BIG CLOSETS NEAR BROADWAY,"$2,284 ","1br -
                    600ft"
" (HOWARD BEACH, NEW YORK)",12/31/2019 17:16,"NO FEE RECENTLY RENOVATED 4 BEDROOM APARTMENT, 38 MIN. TO CITY","$2,495 ","4br -
                    1300ft"
 (Long Island City),12/31/2019 17:15,Ultra Luxury 1 Bedroom + LIC + NO Fee + 1 Month Free + Pool + GYM,"$3,039 ","1br -
                    660ft"
 (Briarwood),12/31/2019 16:57,Lovely One Bedroom Apartment in Briarwood,"$1,695 ",1br -
 (Jackson Heights),12/31/2019 16:49,Beautiful Studio Apartment in Jackson Heights,"$1,550 ",
 (Far Rockaway),12/31/2019 16:45,all included!-2 🛏️ in private house,"$1,850 ","2br -
                    650ft"
" (HOWARD BEACH, NEW YORK)",12/31/2019 16:32,"NO FEE RECENTLY RENOVATED  4 BEDROOM APARTMENT, 38 MIN. TO CITY","$2,495 ","4br -
                    1300ft"
 (Rego Park),12/31/2019 15:10,"Fully renovated apartment 2 bedroom, 2 bath","$2,350 ",2br -
 (richmondhill / ozonepark),12/31/2019 14:53,Affordable Renovated 2BR (All Utilities Included)+yard,"$1,600 ",
 (Long Island City),12/31/2019 13:40,Spacious 1-bedroom with excellent location in Long Island City!!!  MUS,"$2,100 ",1br -
" (Corona, Queens NY)",12/31/2019 13:21,APT FOR RENT,"$1,650 ","1br -
                    1130ft"
 (Jackson Heights (best location),12/31/2019 12:38,Large 2BR / Jackson Heights -New Kitchen & Bathroom!!! Elevator_No Fee,"$2,400 ",2br -
 (51st and Skillman Ave. Sunnyside),12/31/2019 11:59,"51st and Skillman Large L-shaped Studio, Elevated building, near the 7","$1,300 ",
 (51-04 Skillman),12/31/2019 11:35,"Gourgeous 1 Bedroom, Elevated building, Near the 7, w/d included","$1,675 ",1br -
 (LONG ISLAND CITY),12/31/2019 10:51,"⎝NO FEE! -1 stop from city-BRAND NEW-Luxury 3 Br*Pool,Gym,Views,Deck*","$5,815 ",3br -
 (LONG ISLAND CITY),12/31/2019 10:44,"⎝NO FEE! -1 stop from city-BRAND NEW-Luxury 2 Br*Pool,Gym,Views,Deck*","$4,662 ",2br -
 (LONG ISLAND CITY),12/31/2019 10:43,"⎝NO FEE! -1 stop from city-BRAND NEW-Luxury Stu *Pool,Gym,Views,Deck*","$2,898 ",
 (LONG ISLAND CITY),12/31/2019 10:38,"⎝NO FEE! -1 stop from city-BRAND NEW-Luxury 1 br *Pool,Gym,Views,Deck*","$3,047 ",1br -
" (Jackson Heights + E,F,M,R,7 trains)",12/31/2019 10:08,◇ CUARTO en RENTA <~~~~~~~~~~~~~~~~~~~,$850 ,1br -
 (Flushing),12/31/2019 9:20,2 bed room apartment for rent,"$1,800 ",2br -
 (Fresh meadows),12/31/2019 9:19,Studio for rent,$900 ,1br -
 (Glen oaks),12/31/2019 9:12,Large studio,"$1,200 ",
 (***********ELMHURST*************),12/31/2019 8:53,*********LARGE 1 BEDROOM********,"$1,650 ","1br -
                    789ft"
 (Flatlands),12/30/2019 23:29,Newly Remodeled Two Bedroom with New Kitchen**Must See,"$2,100 ",2br -
 (JACKSON HTS QUEENS NY),12/30/2019 22:17,"AMPLIO APARTAMENTO 3 DORMITORIOS 2 BANOS TRENES: R,M, y TREN 7","$3,200 ",3br -
 (Astoria),12/30/2019 19:12,"Large, 1 BR on 1st floor of 3 story Building, block From N/W Train","$1,750 ",1br -
 (Astoria),12/30/2019 18:17,2br_ TOP FLOOR @Broadwy-33street +Street  Views,"$2,080 ","2br -
                    900ft"
 (ozonepark),12/30/2019 18:11,Renovated Big 2BR on second floor,"$1,850 ",
 (Ridgewood),12/30/2019 17:50,"ID #: 1363805, Beautifully Renovated 3 Bedroom Semi-Box Apartment","$2,500 ",3br -
 (Astoria),12/30/2019 17:50,a  2-room Studio  FOR RENT  (BROADWAY-36ST)  N_W_R_M trains,"$1,675 ",1br -
 (Astoria),12/30/2019 17:40,RENTING Studio Large\Broadway-36st,"$1,675 ",1br -
 (astoria),12/30/2019 17:13,FOR RENT_ 1br _$1875_ 30th Avenue--33st Sunlight,"$1,875 ","1br -
                    750ft"
 (Jackson heights),12/30/2019 17:07,1 Bedroom Apartment,"$1,850 ",
 (Astoria),12/30/2019 17:04,Ready  1br $1875 @3Oavenue-33st ( DOG=OK),"$1,875 ","1br -
                    750ft"
 (RIDGEWOOD),12/30/2019 16:28,RIDGEWOOD NEW APARTMENT NO FEE 2 BED 1 BATH St Nicholas Ave,"$3,600 ",2br -
 (richmondhill / ozonepark),12/30/2019 16:10,Affordable Renovated 2BR (All Utilities Included)+yard,"$1,600 ",
 (Flushing),12/30/2019 15:24,ID#1364764 Newly Renovated 2 Bedroom Apartment,"$2,200 ",2br -
 (New York City - Sunnyside),1/3/2020 14:43,(Furnished) 1 bedroom apartment in Sunnyside - NO Brokers fee,"$2,080 ",1br -
" (55st, Woodside)",1/3/2020 14:43,"$2,5oo 3Bed 1Bath near R+M+#7 trains",$2 ,"3br -
                    1000ft"
 (🚆near #7 train🚆),1/3/2020 14:38,"🔥$2,5oo🔥3Bed 1Bath🔥1st Floor",$25 ,"3br -
                    1100ft"
 (OZONE PARK / QUEENS),1/3/2020 14:35,"3 BEDROOM APT. FOR RENT by owner (Sí, hablo español)","$2,000 ",3br -
 (Astoria),1/3/2020 14:35,------>>>> GRAND OPENING ---> No Fee Rentals ---> Last Unit!,"$2,550 ","1br -
                    600ft"
 (Astoria),1/3/2020 14:30,**HUGE THREE BEDROOM**DITMARS**BALCONIES**PARKING**GAS INCLUDED**,"$2,850 ",3br -
 (Astoria),1/3/2020 14:29,**SPACIOUS ONE BEDROOM & HOME OFFICE**SMALL PETS OK**,"$2,200 ",1br -
 (Astoria),1/3/2020 14:28,**LOVELY ONE BEDROOM**ON 30TH AV**BALCONY**DISHWASHER**,"$2,500 ",1br -
 (Queens Village North),1/3/2020 14:25,Nice 1 bedroom basement apartment,"$1,210 ",1br -
 (Cambria Heights),1/3/2020 14:21,Basement 1 bedroom Cambria Heights $950,$950 ,
 (ASTORIA),1/3/2020 14:18,HALF MONTH BROKER FEE 1BEDROOM BIG CLOSETS KING SIZE BEDROOM LAUNDRY,"$2,150 ","1br -
                    575ft"
 (astoria),1/3/2020 14:16,NO BROKER FEE 1BEDROOM DISHWASHER MICROWAVE LAUNDRY IN BUILDING,"$1,920 ",1br -
 (astoria),1/3/2020 14:15,NO BROKER FEE 1 BEDROOM DISHWASHER LAUNDRY BIG CLOSETS NEAR BROADWAY,"$2,284 ","1br -
                    600ft"
 (astoria),1/3/2020 14:15,HUGE 2BEDROOM ELEVATOR LAUNDRY DISHWASHER 5 CLOSETS NEAR 30TH AVENUE,"$2,800 ","2br -
                    800ft"
 (CyPRESS HiLLS + 1st floor + Jamaica Ave),1/3/2020 14:15,🔴3CUARTOS<~~~~~~~~~~~~~~~~~~ LiSTO RENTAR FACIL🎄🎄🎄,"$2,400 ",3br -
 (ASTORIA),1/3/2020 14:15,3 BEDROOM IN ASTORIA QUEENS NEAR 30TH AVENUE,"$2,600 ",3br -
 (QUEENS + NYC SKYLINE + WATER VIEW),1/3/2020 14:13,🔴 3Bd/2.5BA - Duplex Apartment!! w/ Parking<~~~~~~~~FACIL VEA HOY~🔴,"$3,000 ",3br -
" (JAMAICA + E,J,Z trains)",1/3/2020 14:11,🔴 3CUARTOS````````````````````` |RENOVADO y FACIL RENTAR| ~~~~~~~,"$2,200 ",3br -
 (JAMAICA),1/3/2020 14:10,🔴 TODO INCLUIDO: APARTAMENTO 2CUARTOS... Facil Rentar<~~~~~~🔴,"$1,800 ",2br -
 (JAMAICA),1/3/2020 14:09,🚨🚨1CUARTO -ESTUDIO BEISMAN <~~~~~~~~~~~~~~~,"$1,150 ",1br -
 (Astoria),1/3/2020 13:44,Beautiful large renovated 2BR 1bath - NO FEES,"$2,650 ",
 (Bayside),1/3/2020 13:38,Lovely 2 bedroom apt for rent,"$2,400 ","2br -
                    900ft"
 (Bayside),1/3/2020 13:34,Large 3Br 2Bth,"$2,550 ","3br -
                    1250ft"
 (near R+M trains),1/3/2020 13:27,New Year $pecial - $tudio for 1 Person,"$1,000 ","1br -
                    410ft"
 (QUEENS/FLUSHING),1/3/2020 13:21,FLUSHING - QUEENS,"$1,100 ",
 (Woodhaven / Richmond Hill / Ozone Park),1/3/2020 13:19,Elevator/Laundry ( 2 Bed ) Close to J Train + Q56 Bus (LIMITED TIME),"$2,199 ","2br -
                    1000ft"
 (Flushing),1/3/2020 13:18,ID# 1364654 Newly Renovated 3 Bedroom Apartment,"$2,300 ",3br -
 (Astoria),1/3/2020 13:06,-> Triboro Bridge Views -- No Fee! -- Private Terrace! --Washer/Dryer,"$2,995 ","1br -
                    675ft"
 (Flushing / Murray Hill / College Point),1/3/2020 12:57,"Northern, Stainless (1 Bed) Elevator/Laundry *All Utilities* Pets Ok","$1,899 ","1br -
                    900ft"
 (Long Island City),1/3/2020 12:53,Ultra Luxury 2 Bed + LIC + NO Fee + 1 Mo/Free + GYM + POOL + SAUNA,"$4,843 ","2br -
                    1000ft"
 (Long Island City),1/3/2020 12:35,Ultra Luxury 1 Bedroom + LIC + NO Fee + 1 Mo/Free + Pool + GYM + SAUNA,"$3,039 ","1br -
                    660ft"
 (Astoria),1/3/2020 12:34,------>>>> GRAND OPENING ---> No Fee Rentals ---> Last Unit!,"$2,550 ","1br -
                    600ft"
 (BRIARWOOD),1/3/2020 12:29,"LARGE NEWLY RENOV., NEW KITCH. & BATH., CLOSE TO SUBWAY E, F train .","$1,800 ",1br -
 (Astoria),1/3/2020 12:28,** Queen size bedrooms ** Upper Ditmars Area **,"$2,450 ","2br -
                    850ft"
 (Astoria),1/3/2020 12:27,*** King size bedrooms *** Great natural light *** Small pets OK ***,"$2,600 ","3br -
                    950ft"
 (Bayside / Auburndale / Clearview / Bay Terrace / Murray Hill),1/3/2020 12:24,"Beautiful / Residential *Bayside* 1 Bed, Pets Ok, Easy Street Parking","$1,899 ",1br -
 (St. Albans),1/3/2020 12:05,ID# *1364964 Beautiful Furnished House Rental for Rent.,"$3,000 ",3br -
 (Long Island City),1/3/2020 12:04,Ultra Luxury Studio + LIC + NO Fee + 1 Mo/Free + Pool + GYM,"$2,640 ",500ft
 (KEW GARDENS),1/3/2020 12:04,"LARGE APT IN CONDO BUILDING, CLOSE TO ALL  TRANSPORT.& SHOP, PARK AREA","$2,000 ",2br -
 (JAMAICA QUEENS),1/3/2020 11:28,Large Renovated 1BR in PRIVET HOUSE BASEMENT,"$1,450 ",
 (LIC),1/3/2020 10:41,**Renovation of 2 bed in LIC-no broker fee,"$2,700 ",2br -
 (Oakland Gardens),1/3/2020 10:38,ID#1364769 Spacious 2 Bedroom Apartment For Rent.,"$2,200 ",2br -
 (Astoria),1/3/2020 10:26,PREWAR 1BR CAT'S OK..SUBWAY N/W 2 SHORT BLOCKS..ELEVATOR..MUST SEE !!,"$1,900 ",1br -
 (Jackson Heights (best location),1/3/2020 10:18,Large 2BR / Jackson Heights -New Kitchen & Bathroom!!! Elevator_No Fee,"$2,400 ",2br -
 (Woodhaven),1/3/2020 10:06,Todo incluido -750 Room for rent,$750 ,1br -
" (Saint Albans/Hollis, Queens)",1/3/2020 7:20,RENOVATED One Bedroom Apartment for rent,"$1,650 ","1br -
                    700ft"
 (Ozone Park_____Richmond Hill____Woodhaven),1/3/2020 4:39,🐱Pet Friendly___Close to Train___Backyard🐶No fee,"$2,000 ",2br -
 (Astoria),1/3/2020 2:38,Prime ASTORIA 1 Bedroom w/ Balcony WALKUP 4TH FL 35th St/30th Ave,"$1,900 ","1br -
                    70ft"
 (Briarwood),1/2/2020 23:37,Adorable 2BR Apartment in Briarwood,"$1,995 ",2br -
" (RICHMOND HILL, NY)",1/2/2020 22:26,NO FEE. LARGE 2 BEDROOM IN NICE APT BUILDING NEAR SUBWAYS,"$1,975 ",2br -
" (FLUSHING, NY)",1/2/2020 22:24,RENOVATED 2 BEDROOM NEAR #7 SUBWAY,"$2,095 ",2br -
" (EAST ELMHURST, QUEENS)",1/2/2020 21:07,2 Bedroom apartment $1500,"$1,500 ",2br -
 (Queens Maspeth),1/2/2020 21:04,4 bedrooms 2 bathrooms apartment  for rent,"$2,800 ","4br -
                    1340ft"
 (Long Island City),1/2/2020 21:04,Luxury 2 Bed Waterfront LIC + 1 Mo/Free + NO FEE + Amenities!,"$4,120 ","2br -
                    1000ft"
 (Glendale),1/2/2020 20:48,Spacious 1 Bedroom Apartment,"$1,800 ",
 (Long Island City),1/2/2020 20:27,Luxury 1 Bed Waterfront LIC + 1 Mo/Free + NO Fee + GYM + Club Room,"$3,204 ","1br -
                    700ft"
 (Jamaica),1/2/2020 20:09,1 br Fully furnished w/own restroom in Pvt house,"$1,000 ",1br -
 (Astoria),1/2/2020 19:26,*** King size bedrooms *** Great natural light *** Small pets OK ***,"$2,600 ","3br -
                    950ft"
 (Astoria),1/2/2020 19:24,** Grand opening ** LUX building *** Near subway **,"$2,500 ","1br -
                    600ft"
 (Astoria),1/2/2020 19:23,** Queen size bedrooms ** Upper Ditmars Area **,"$2,450 ","2br -
                    850ft"
 (JACKSON HTS QUEENS NY),1/2/2020 19:04,"AMPLIO APARTAMENTO 3 DORMITORIOS 2 BANOS TRENES: R,M, y TREN 7","$3,200 ",3br -
